record_00001 value_037
record_43093 value_441
record_43094 value_478
record_43095 value_515
record_43096 value_552
record_43097 value_589
record_43098 value_626
record_43099 value_663
record_43100 value_700
record_43101 value_737
record_43102 value_774
record_43103 value_811
record_43104 value_848
record_43105 value_885
record_43106 value_922
record_43107 value_959
record_43108 value_996
record_43109 value_033
record_43110 value_070
record_43111 value_107
record_43112 value_144
record_43113 value_181
record_43114 value_218
record_43115 value_255
record_43116 value_292
record_43117 value_329
record_43118 value_366
record_43119 value_403
record_43120 value_440
record_43121 value_477
record_43122 value_514
record_43123 value_551
record_43124 value_588
record_43125 value_625
record_43126 value_662
record_43127 value_699
record_43128 value_736
record_43129 value_773
record_43130 value_810
record_43131 value_847
record_43132 value_884
record_43133 value_921
record_43134 value_958
record_43135 value_995
record_43136 value_032
record_43137 value_069
record_43138 value_106
record_43139 value_143
record_43140 value_180
record_43141 value_217
record_43142 value_254
record_43143 value_291
record_43144 value_328
record_43145 value_365
record_43146 value_402
record_43147 value_439
record_43148 value_476
record_43149 value_513
record_43150 value_550
record_43151 value_587
record_43152 value_624
record_43153 value_661
record_43154 value_698
record_43155 value_735
record_43156 value_772
record_43157 value_809
record_43158 value_846
record_43159 value_883
record_43160 value_920
record_43161 value_957
record_43162 value_994
record_43163 value_031
record_43164 value_068
record_43165 value_105
record_43166 value_142
record_43167 value_179
record_43168 value_216
record_43169 value_253
record_43170 value_290
record_43171 value_327
record_43172 value_364
record_43173 value_401
record_43174 value_438
record_43175 value_475
record_43176 value_512
record_43177 value_549
record_43178 value_586
record_43179 value_623
record_43180 value_660
record_43181 value_697
record_43182 value_734
record_43183 value_771
record_43184 value_808
record_43185 value_845
record_43186 value_882
record_43187 value_919
record_43188 value_956
record_43189 value_993
record_43190 value_030
record_43191 value_067
record_43192 value_104
record_43193 value_141
record_43194 value_178
record_43195 value_215
record_43196 value_252
record_43197 value_289
record_43198 value_326
record_43199 value_363
record_43200 value_400
record_43201 value_437
record_43202 value_474
record_43203 value_511
record_43204 value_548
record_43205 value_585
record_43206 value_622
record_43207 value_659
record_43208 value_696
record_43209 value_733
record_43210 value_770
record_43211 value_807
record_43212 value_844
record_43213 value_881
record_43214 value_918
record_43215 value_955
record_43216 value_992
record_43217 value_029
record_43218 value_066
record_43219 value_103
record_43220 value_140
record_43221 value_177
record_43222 value_214
record_43223 value_251
record_43224 value_288
record_43225 value_325
record_43226 value_362
record_43227 value_399
record_43228 value_436
record_43229 value_473
record_43230 value_510
record_43231 value_547
record_43232 value_584
record_43233 value_621
record_43234 value_658
record_43235 value_695
record_43236 value_732
record_43237 value_769
record_43238 value_806
record_43239 value_843
record_43240 value_880
record_43241 value_917
record_43242 value_954
record_43243 value_991
record_43244 value_028
record_43245 value_065
record_43246 value_102
record_43247 value_139
record_43248 value_176
record_43249 value_213
record_43250 value_250
record_43251 value_287
record_43252 value_324
record_43253 value_361
record_43254 value_398
record_43255 value_435
record_43256 value_472
record_43257 value_509
record_43258 value_546
record_43259 value_583
record_43260 value_620
record_43261 value_657
record_43262 value_694
record_43263 value_731
record_43264 value_768
record_43265 value_805
record_43266 value_842
record_43267 value_879
record_43268 value_916
record_43269 value_953
record_43270 value_990
record_43271 value_027
record_43272 value_064
record_43273 value_101
record_43274 value_138
record_43275 value_175
record_43276 value_212
record_43277 value_249
record_43278 value_286
record_43279 value_323
record_43280 value_360
record_43281 value_397
record_43282 value_434
record_43283 value_471
record_43284 value_508
record_43285 value_545
record_43286 value_582
record_43287 value_619
record_43288 value_656
record_43289 value_693
record_43290 value_730
record_43291 value_767
record_43292 value_804
record_43293 value_841
record_43294 value_878
record_43295 value_915
record_43296 value_952
record_43297 value_989
record_43298 value_026
record_43299 value_063
record_43300 value_100
record_43301 value_137
record_43302 value_174
record_43303 value_211
record_43304 value_248
record_43305 value_285
record_43306 value_322
record_43307 value_359
record_43308 value_396
record_43309 value_433
record_43310 value_470
record_43311 value_507
record_43312 value_544
record_43313 value_581
record_43314 value_618
record_43315 value_655
record_43316 value_692
record_43317 value_729
record_43318 value_766
record_43319 value_803
record_43320 value_840
record_43321 value_877
record_43322 value_914
record_43323 value_951
record_43324 value_988
record_43325 value_025
record_43326 value_062
record_43327 value_099
record_43328 value_136
record_43329 value_173
record_43330 value_210
record_43331 value_247
record_43332 value_284
record_43333 value_321
record_43334 value_358
record_43335 value_395
record_43336 value_432
record_43337 value_469
record_43338 value_506
record_43339 value_543
record_43340 value_580
record_43341 value_617
record_43342 value_654
record_43343 value_691
record_43344 value_728
record_43345 value_765
record_43346 value_802
record_43347 value_839
record_43348 value_876
record_43349 value_913
record_43350 value_950
record_43351 value_987
record_43352 value_024
record_43353 value_061
record_43354 value_098
record_43355 value_135
record_43356 value_172
record_43357 value_209
record_43358 value_246
record_43359 value_283
record_43360 value_320
record_43361 value_357
record_43362 value_394
record_43363 value_431
record_43364 value_468
record_43365 value_505
record_43366 value_542
record_43367 value_579
record_43368 value_616
record_43369 value_653
record_43370 value_690
record_43371 value_727
record_43372 value_764
record_43373 value_801
record_43374 value_838
record_43375 value_875
record_43376 value_912
record_43377 value_949
record_43378 value_986
record_43379 value_023
record_43380 value_060
record_43381 value_097
record_43382 value_134
record_43383 value_171
record_43384 value_208
record_43385 value_245
record_43386 value_282
record_43387 value_319
record_43388 value_356
record_43389 value_393
record_43390 value_430
record_43391 value_467
record_43392 value_504
record_43393 value_541
record_43394 value_578
record_43395 value_615
record_43396 value_652
record_43397 value_689
record_43398 value_726
record_43399 value_763
record_43400 value_800
record_43401 value_837
record_43402 value_874
record_43403 value_911
record_43404 value_948
record_43405 value_985
record_43406 value_022
record_43407 value_059
record_43408 value_096
record_43409 value_133
record_43410 value_170
record_43411 value_207
record_43412 value_244
record_43413 value_281
record_43414 value_318
record_43415 value_355
record_43416 value_392
record_43417 value_429
record_43418 value_466
record_43419 value_503
record_43420 value_540
record_43421 value_577
record_43422 value_614
record_43423 value_651
record_43424 value_688
record_43425 value_725
record_43426 value_762
record_43427 value_799
record_43428 value_836
record_43429 value_873
record_43430 value_910
record_43431 value_947
record_43432 value_984
record_43433 value_021
record_43434 value_058
record_43435 value_095
record_43436 value_132
record_43437 value_169
record_43438 value_206
record_43439 value_243
record_43440 value_280
record_43441 value_317
record_43442 value_354
record_43443 value_391
record_43444 value_428
record_43445 value_465
record_43446 value_502
record_43447 value_539
record_43448 value_576
record_43449 value_613
record_43450 value_650
record_43451 value_687
record_43452 value_724
record_43453 value_761
record_43454 value_798
record_43455 value_835
record_43456 value_872
record_43457 value_909
record_43458 value_946
record_43459 value_983
record_43460 value_020
record_43461 value_057
record_43462 value_094
record_43463 value_131
record_43464 value_168
record_43465 value_205
record_43466 value_242
record_43467 value_279
record_43468 value_316
record_43469 value_353
record_43470 value_390
record_43471 value_427
record_43472 value_464
record_43473 value_501
record_43474 value_538
record_43475 value_575
record_43476 value_612
record_43477 value_649
record_43478 value_686
record_43479 value_723
record_43480 value_760
record_43481 value_797
record_43482 value_834
record_43483 value_871
record_43484 value_908
record_43485 value_945
record_43486 value_982
record_43487 value_019
record_43488 value_056
record_43489 value_093
record_43490 value_130
record_43491 value_167
record_43492 value_204
record_43493 value_241
record_43494 value_278
record_43495 value_315
record_43496 value_352
record_43497 value_389
record_43498 value_426
record_43499 value_463
record_43500 value_500
record_43501 value_537
record_43502 value_574
record_43503 value_611
record_43504 value_648
record_43505 value_685
record_43506 value_722
record_43507 value_759
record_43508 value_796
record_43509 value_833
record_43510 value_870
record_43511 value_907
record_43512 value_944
record_43513 value_981
record_43514 value_018
record_43515 value_055
record_43516 value_092
record_43517 value_129
record_43518 value_166
record_43519 value_203
record_43520 value_240
record_43521 value_277
record_43522 value_314
record_43523 value_351
record_43524 value_388
record_43525 value_425
record_43526 value_462
record_43527 value_499
record_43528 value_536
record_43529 value_573
record_43530 value_610
record_43531 value_647
record_43532 value_684
record_43533 value_721
record_43534 value_758
record_43535 value_795
record_43536 value_832
record_43537 value_869
record_43538 value_906
record_43539 value_943
record_43540 value_980
record_43541 value_017
record_43542 value_054
record_43543 value_091
record_43544 value_128
record_43545 value_165
record_43546 value_202
record_43547 value_239
record_43548 value_276
record_43549 value_313
record_43550 value_350
record_43551 value_387
record_43552 value_424
record_43553 value_461
record_43554 value_498
record_43555 value_535
record_43556 value_572
record_43557 value_609
record_43558 value_646
record_43559 value_683
record_43560 value_720
record_43561 value_757
record_43562 value_794
record_43563 value_831
record_43564 value_868
record_43565 value_905
record_43566 value_942
record_43567 value_979
record_43568 value_016
record_43569 value_053
record_43570 value_090
record_43571 value_127
record_43572 value_164
record_43573 value_201
record_43574 value_238
record_43575 value_275
record_43576 value_312
record_43577 value_349
record_43578 value_386
record_43579 value_423
record_43580 value_460
record_43581 value_497
record_43582 value_534
record_43583 value_571
record_43584 value_608
record_43585 value_645
record_43586 value_682
record_43587 value_719
record_43588 value_756
record_43589 value_793
record_43590 value_830
record_43591 value_867
record_43592 value_904
record_43593 value_941
record_43594 value_978
record_43595 value_015
record_43596 value_052
record_43597 value_089
record_43598 value_126
record_43599 value_163
record_43600 value_200
record_43601 value_237
record_43602 value_274
record_43603 value_311
record_43604 value_348
record_43605 value_385
record_43606 value_422
record_43607 value_459
record_43608 value_496
record_43609 value_533
record_43610 value_570
record_43611 value_607
record_43612 value_644
record_43613 value_681
record_43614 value_718
record_43615 value_755
record_43616 value_792
record_43617 value_829
record_43618 value_866
record_43619 value_903
record_43620 value_940
record_43621 value_977
record_43622 value_014
record_43623 value_051
record_43624 value_088
record_43625 value_125
record_43626 value_162
record_43627 value_199
record_43628 value_236
record_43629 value_273
record_43630 value_310
record_43631 value_347
record_43632 value_384
record_43633 value_421
record_43634 value_458
record_43635 value_495
record_43636 value_532
record_43637 value_569
record_43638 value_606
record_43639 value_643
record_43640 value_680
record_43641 value_717
record_43642 value_754
record_43643 value_791
record_43644 value_828
record_43645 value_865
record_43646 value_902
record_43647 value_939
record_43648 value_976
record_43649 value_013
record_43650 value_050
record_43651 value_087
record_43652 value_124
record_43653 value_161
record_43654 value_198
record_43655 value_235
record_43656 value_272
record_43657 value_309
record_43658 value_346
record_43659 value_383
record_43660 value_420
record_43661 value_457
record_43662 value_494
record_43663 value_531
record_43664 value_568
record_43665 value_605
record_43666 value_642
record_43667 value_679
record_43668 value_716
record_43669 value_753
record_43670 value_790
record_43671 value_827
record_43672 value_864
record_43673 value_901
record_43674 value_938
record_43675 value_975
record_43676 value_012
record_43677 value_049
record_43678 value_086
record_43679 value_123
record_43680 value_160
record_43681 value_197
record_43682 value_234
record_43683 value_271
record_43684 value_308
record_43685 value_345
record_43686 value_382
record_43687 value_419
record_43688 value_456
record_43689 value_493
record_43690 value_530
record_43691 value_567
record_43692 value_604
record_43693 value_641
record_43694 value_678
record_43695 value_715
record_43696 value_752
record_43697 value_789
record_43698 value_826
record_43699 value_863
record_43700 value_900
record_43701 value_937
record_43702 value_974
record_43703 value_011
record_43704 value_048
record_43705 value_085
record_43706 value_122
record_43707 value_159
record_43708 value_196
record_43709 value_233
record_43710 value_270
record_43711 value_307
record_43712 value_344
record_43713 value_381
record_43714 value_418
record_43715 value_455
record_43716 value_492
record_43717 value_529
record_43718 value_566
record_43719 value_603
record_43720 value_640
record_43721 value_677
record_43722 value_714
record_43723 value_751
record_43724 value_788
record_43725 value_825
record_43726 value_862
record_43727 value_899
record_43728 value_936
record_43729 value_973
record_43730 value_010
record_43731 value_047
record_43732 value_084
record_43733 value_121
record_43734 value_158
record_43735 value_195
record_43736 value_232
record_43737 value_269
record_43738 value_306
record_43739 value_343
record_43740 value_380
record_43741 value_417
record_43742 value_454
record_43743 value_491
record_43744 value_528
record_43745 value_565
record_43746 value_602
record_43747 value_639
record_43748 value_676
record_43749 value_713
record_43750 value_750
record_43751 value_787
record_43752 value_824
record_43753 value_861
record_43754 value_898
record_43755 value_935
record_43756 value_972
record_43757 value_009
record_43758 value_046
record_43759 value_083
record_43760 value_120
record_43761 value_157
record_43762 value_194
record_43763 value_231
record_43764 value_268
record_43765 value_305
record_43766 value_342
record_43767 value_379
record_43768 value_416
record_43769 value_453
record_43770 value_490
record_43771 value_527
record_43772 value_564
record_43773 value_601
record_43774 value_638
record_43775 value_675
record_43776 value_712
record_43777 value_749
record_43778 value_786
record_43779 value_823
record_43780 value_860
record_43781 value_897
record_43782 value_934
record_43783 value_971
record_43784 value_008
record_43785 value_045
record_43786 value_082
record_43787 value_119
record_43788 value_156
record_43789 value_193
record_43790 value_230
record_43791 value_267
record_43792 value_304
record_43793 value_341
record_43794 value_378
record_43795 value_415
record_43796 value_452
record_43797 value_489
record_43798 value_526
record_43799 value_563
record_43800 value_600
record_43801 value_637
record_43802 value_674
record_43803 value_711
record_43804 value_748
record_43805 value_785
record_43806 value_822
record_43807 value_859
record_43808 value_896
record_43809 value_933
record_43810 value_970
record_43811 value_007
record_43812 value_044
record_43813 value_081
record_43814 value_118
record_43815 value_155
record_43816 value_192
record_43817 value_229
record_43818 value_266
record_43819 value_303
record_43820 value_340
record_43821 value_377
record_43822 value_414
record_43823 value_451
record_43824 value_488
record_43825 value_525
record_43826 value_562
record_43827 value_599
record_43828 value_636
record_43829 value_673
record_43830 value_710
record_43831 value_747
record_43832 value_784
record_43833 value_821
record_43834 value_858
record_43835 value_895
record_43836 value_932
record_43837 value_969
record_43838 value_006
record_43839 value_043
record_43840 value_080
record_43841 value_117
record_43842 value_154
record_43843 value_191
record_43844 value_228
record_43845 value_265
record_43846 value_302
record_43847 value_339
record_43848 value_376
record_43849 value_413
record_43850 value_450
record_43851 value_487
record_43852 value_524
record_43853 value_561
record_43854 value_598
record_43855 value_635
record_43856 value_672
record_43857 value_709
record_43858 value_746
record_43859 value_783
record_43860 value_820
record_43861 value_857
record_43862 value_894
record_43863 value_931
record_43864 value_968
record_43865 value_005
record_43866 value_042
record_43867 value_079
record_43868 value_116
record_43869 value_153
record_43870 value_190
record_43871 value_227
record_43872 value_264
record_43873 value_301
record_43874 value_338
record_43875 value_375
record_43876 value_412
record_43877 value_449
record_43878 value_486
record_43879 value_523
record_43880 value_560
record_43881 value_597
record_43882 value_634
record_43883 value_671
record_43884 value_708
record_43885 value_745
record_43886 value_782
record_43887 value_819
record_43888 value_856
record_43889 value_893
record_43890 value_930
record_43891 value_967
record_43892 value_004
record_43893 value_041
record_43894 value_078
record_43895 value_115
record_43896 value_152
record_43897 value_189
record_43898 value_226
record_43899 value_263
record_43900 value_300
record_43901 value_337
record_43902 value_374
record_43903 value_411
record_43904 value_448
record_43905 value_485
record_43906 value_522
record_43907 value_559
record_43908 value_596
record_43909 value_633
record_43910 value_670
record_43911 value_707
record_43912 value_744
record_43913 value_781
record_43914 value_818
record_43915 value_855
record_43916 value_892
record_43917 value_929
record_43918 value_966
record_43919 value_003
record_43920 value_040
record_43921 value_077
record_43922 value_114
record_43923 value_151
record_43924 value_188
record_43925 value_225
record_43926 value_262
record_43927 value_299
record_43928 value_336
record_43929 value_373
record_43930 value_410
record_43931 value_447
record_43932 value_484
record_43933 value_521
record_43934 value_558
record_43935 value_595
record_43936 value_632
record_43937 value_669
record_43938 value_706
record_43939 value_743
record_43940 value_780
record_43941 value_817
record_43942 value_854
record_43943 value_891
record_43944 value_928
record_43945 value_965
record_43946 value_002
record_43947 value_039
record_43948 value_076
record_43949 value_113
record_43950 value_150
record_43951 value_187
record_43952 value_224
record_43953 value_261
record_43954 value_298
record_43955 value_335
record_43956 value_372
record_43957 value_409
record_43958 value_446
record_43959 value_483
record_43960 value_520
record_43961 value_557
record_43962 value_594
record_43963 value_631
record_43964 value_668
record_43965 value_705
record_43966 value_742
record_43967 value_779
record_43968 value_816
record_43969 value_853
record_43970 value_890
record_43971 value_927
record_43972 value_964
record_43973 value_001
record_43974 value_038
record_43975 value_075
record_43976 value_112
record_43977 value_149
record_43978 value_186
record_43979 value_223
record_43980 value_260
record_43981 value_297
record_43982 value_334
record_43983 value_371
record_43984 value_408
record_43985 value_445
record_43986 value_482
record_43987 value_519
record_43988 value_556
record_43989 value_593
record_43990 value_630
record_43991 value_667
record_43992 value_704
record_43993 value_741
record_43994 value_778
record_43995 value_815
record_43996 value_852
record_43997 value_889
record_43998 value_926
record_43999 value_963
record_44000 value_000
record_44001 value_037
record_44002 value_074
record_44003 value_111
record_44004 value_148
record_44005 value_185
record_44006 value_222
record_44007 value_259
record_44008 value_296
record_44009 value_333
record_44010 value_370
record_44011 value_407
record_44012 value_444
record_44013 value_481
record_44014 value_518
record_44015 value_555
record_44016 value_592
record_44017 value_629
record_44018 value_666
record_44019 value_703
record_44020 value_740
record_44021 value_777
record_44022 value_814
record_44023 value_851
record_44024 value_888
record_44025 value_925
record_44026 value_962
record_44027 value_999
record_44028 value_036
record_44029 value_073
record_44030 value_110
record_44031 value_147
record_44032 value_184
record_44033 value_221
record_44034 value_258
record_44035 value_295
record_44036 value_332
record_44037 value_369
record_44038 value_406
record_44039 value_443
record_44040 value_480
record_44041 value_517
record_44042 value_554
record_44043 value_591
record_44044 value_628
record_44045 value_665
record_44046 value_702
record_44047 value_739
record_44048 value_776
record_44049 value_813
record_44050 value_850
record_44051 value_887
record_44052 value_924
record_44053 value_961
record_44054 value_998
record_44055 value_035
record_44056 value_072
record_44057 value_109
record_44058 value_146
record_44059 value_183
record_44060 value_220
record_44061 value_257
record_44062 value_294
record_44063 value_331
record_44064 value_368
record_44065 value_405
record_44066 value_442
record_44067 value_479
record_44068 value_516
record_44069 value_553
record_44070 value_590
record_44071 value_627
record_44072 value_664
record_44073 value_701
record_44074 value_738
record_44075 value_775
record_44076 value_812
record_44077 value_849
record_44078 value_886
record_44079 value_923
record_44080 value_960
record_44081 value_997
record_44082 value_034
record_44083 value_071
record_44084 value_108
record_44085 value_145
record_44086 value_182
record_44087 value_219
record_44088 value_256
record_44089 value_293
record_44090 value_330
record_44091 value_367
record_44092 value_404
record_44093 value_441
record_44094 value_478
record_44095 value_515
record_44096 value_552
record_44097 value_589
record_44098 value_626
record_44099 value_663
record_44100 value_700
record_44101 value_737
record_44102 value_774
record_44103 value_811
record_44104 value_848
record_44105 value_885
record_44106 value_922
record_44107 value_959
record_44108 value_996
record_44109 value_033
record_44110 value_070
record_44111 value_107
record_44112 value_144
record_44113 value_181
record_44114 value_218
record_44115 value_255
record_44116 value_292
record_44117 value_329
record_44118 value_366
record_44119 value_403
record_44120 value_440
record_44121 value_477
record_44122 value_514
record_44123 value_551
record_44124 value_588
record_44125 value_625
record_44126 value_662
record_44127 value_699
record_44128 value_736
record_44129 value_773
record_44130 value_810
record_44131 value_847
record_44132 value_884
record_44133 value_921
record_44134 value_958
record_44135 value_995
record_44136 value_032
record_44137 value_069
record_44138 value_106
record_44139 value_143
record_44140 value_180
record_44141 value_217
record_44142 value_254
record_44143 value_291
record_44144 value_328
record_44145 value_365
record_44146 value_402
record_44147 value_439
record_44148 value_476
record_44149 value_513
record_44150 value_550
record_44151 value_587
record_44152 value_624
record_44153 value_661
record_44154 value_698
record_44155 value_735
record_44156 value_772
record_44157 value_809
record_44158 value_846
record_44159 value_883
record_44160 value_920
record_44161 value_957
record_44162 value_994
record_44163 value_031
record_44164 value_068
record_44165 value_105
record_44166 value_142
record_44167 value_179
record_44168 value_216
record_44169 value_253
record_44170 value_290
record_44171 value_327
record_44172 value_364
record_44173 value_401
record_44174 value_438
record_44175 value_475
record_44176 value_512
record_44177 value_549
record_44178 value_586
record_44179 value_623
record_44180 value_660
record_44181 value_697
record_44182 value_734
record_44183 value_771
record_44184 value_808
record_44185 value_845
record_44186 value_882
record_44187 value_919
record_44188 value_956
record_44189 value_993
record_44190 value_030
record_44191 value_067
record_44192 value_104
record_44193 value_141
record_44194 value_178
record_44195 value_215
record_44196 value_252
record_44197 value_289
record_44198 value_326
record_44199 value_363
record_44200 value_400
record_44201 value_437
record_44202 value_474
record_44203 value_511
record_44204 value_548
record_44205 value_585
record_44206 value_622
record_44207 value_659
record_44208 value_696
record_44209 value_733
record_44210 value_770
record_44211 value_807
record_44212 value_844
record_44213 value_881
record_44214 value_918
record_44215 value_955
record_44216 value_992
record_44217 value_029
record_44218 value_066
record_44219 value_103
record_44220 value_140
record_44221 value_177
record_44222 value_214
record_44223 value_251
record_44224 value_288
record_44225 value_325
record_44226 value_362
record_44227 value_399
record_44228 value_436
record_44229 value_473
record_44230 value_510
record_44231 value_547
record_44232 value_584
record_44233 value_621
record_44234 value_658
record_44235 value_695
record_44236 value_732
record_44237 value_769
record_44238 value_806
record_44239 value_843
record_44240 value_880
record_44241 value_917
record_44242 value_954
record_44243 value_991
record_44244 value_028
record_44245 value_065
record_44246 value_102
record_44247 value_139
record_44248 value_176
record_44249 value_213
record_44250 value_250
record_44251 value_287
record_44252 value_324
record_44253 value_361
record_44254 value_398
record_44255 value_435
record_44256 value_472
record_44257 value_509
record_44258 value_546
record_44259 value_583
record_44260 value_620
record_44261 value_657
record_44262 value_694
record_44263 value_731
record_44264 value_768
record_44265 value_805
record_44266 value_842
record_44267 value_879
record_44268 value_916
record_44269 value_953
record_44270 value_990
record_44271 value_027
record_44272 value_064
record_44273 value_101
record_44274 value_138
record_44275 value_175
record_44276 value_212
record_44277 value_249
record_44278 value_286
record_44279 value_323
record_44280 value_360
record_44281 value_397
record_44282 value_434
record_44283 value_471
record_44284 value_508
record_44285 value_545
record_44286 value_582
record_44287 value_619
record_44288 value_656
record_44289 value_693
record_44290 value_730
record_44291 value_767
record_44292 value_804
record_44293 value_841
record_44294 value_878
record_44295 value_915
record_44296 value_952
record_44297 value_989
record_44298 value_026
record_44299 value_063
record_44300 value_100
record_44301 value_137
record_44302 value_174
record_44303 value_211
record_44304 value_248
record_44305 value_285
record_44306 value_322
record_44307 value_359
record_44308 value_396
record_44309 value_433
record_44310 value_470
record_44311 value_507
record_44312 value_544
record_44313 value_581
record_44314 value_618
record_44315 value_655
record_44316 value_692
record_44317 value_729
record_44318 value_766
record_44319 value_803
record_44320 value_840
record_44321 value_877
record_44322 value_914
record_44323 value_951
record_44324 value_988
record_44325 value_025
record_44326 value_062
record_44327 value_099
record_44328 value_136
record_44329 value_173
record_44330 value_210
record_44331 value_247
record_44332 value_284
record_44333 value_321
record_44334 value_358
record_44335 value_395
record_44336 value_432
record_44337 value_469
record_44338 value_506
record_44339 value_543
record_44340 value_580
record_44341 value_617
record_44342 value_654
record_44343 value_691
record_44344 value_728
record_44345 value_765
record_44346 value_802
record_44347 value_839
record_44348 value_876
record_44349 value_913
record_44350 value_950
record_44351 value_987
record_44352 value_024
record_44353 value_061
record_44354 value_098
record_44355 value_135
record_44356 value_172
record_44357 value_209
record_44358 value_246
record_44359 value_283
record_44360 value_320
record_44361 value_357
record_44362 value_394
record_44363 value_431
record_44364 value_468
record_44365 value_505
record_44366 value_542
record_44367 value_579
record_44368 value_616
record_44369 value_653
record_44370 value_690
record_44371 value_727
record_44372 value_764
record_44373 value_801
record_44374 value_838
record_44375 value_875
record_44376 value_912
record_44377 value_949
record_44378 value_986
record_44379 value_023
record_44380 value_060
record_44381 value_097
record_44382 value_134
record_44383 value_171
record_44384 value_208
record_44385 value_245
record_44386 value_282
record_44387 value_319
record_44388 value_356
record_44389 value_393
record_44390 value_430
record_44391 value_467
record_44392 value_504
record_44393 value_541
record_44394 value_578
record_44395 value_615
record_44396 value_652
record_44397 value_689
record_44398 value_726
record_44399 value_763
record_44400 value_800
record_44401 value_837
record_44402 value_874
record_44403 value_911
record_44404 value_948
record_44405 value_985
record_44406 value_022
record_44407 value_059
record_44408 value_096
record_44409 value_133
record_44410 value_170
record_44411 value_207
record_44412 value_244
record_44413 value_281
record_44414 value_318
record_44415 value_355
record_44416 value_392
record_44417 value_429
record_44418 value_466
record_44419 value_503
record_44420 value_540
record_44421 value_577
record_44422 value_614
record_44423 value_651
record_44424 value_688
record_44425 value_725
record_44426 value_762
record_44427 value_799
record_44428 value_836
record_44429 value_873
record_44430 value_910
record_44431 value_947
record_44432 value_984
record_44433 value_021
record_44434 value_058
record_44435 value_095
record_44436 value_132
record_44437 value_169
record_44438 value_206
record_44439 value_243
record_44440 value_280
record_44441 value_317
record_44442 value_354
record_44443 value_391
record_44444 value_428
record_44445 value_465
record_44446 value_502
record_44447 value_539
record_44448 value_576
record_44449 value_613
record_44450 value_650
record_44451 value_687
record_44452 value_724
record_44453 value_761
record_44454 value_798
record_44455 value_835
record_44456 value_872
record_44457 value_909
record_44458 value_946
record_44459 value_983
record_44460 value_020
record_44461 value_057
record_44462 value_094
record_44463 value_131
record_44464 value_168
record_44465 value_205
record_44466 value_242
record_44467 value_279
record_44468 value_316
record_44469 value_353
record_44470 value_390
record_44471 value_427
record_44472 value_464
record_44473 value_501
record_44474 value_538
record_44475 value_575
record_44476 value_612
record_44477 value_649
record_44478 value_686
record_44479 value_723
record_44480 value_760
record_44481 value_797
record_44482 value_834
record_44483 value_871
record_44484 value_908
record_44485 value_945
record_44486 value_982
record_44487 value_019
record_44488 value_056
record_44489 value_093
record_44490 value_130
record_44491 value_167
record_44492 value_204
record_44493 value_241
record_44494 value_278
record_44495 value_315
record_44496 value_352
record_44497 value_389
record_44498 value_426
record_44499 value_463
record_44500 value_500
record_44501 value_537
record_44502 value_574
record_44503 value_611
record_44504 value_648
record_44505 value_685
record_44506 value_722
record_44507 value_759
record_44508 value_796
record_44509 value_833
record_44510 value_870
record_44511 value_907
record_44512 value_944
record_44513 value_981
record_44514 value_018
record_44515 value_055
record_44516 value_092
record_44517 value_129
record_44518 value_166
record_44519 value_203
record_44520 value_240
record_44521 value_277
record_44522 value_314
record_44523 value_351
record_44524 value_388
record_44525 value_425
record_44526 value_462
record_44527 value_499
record_44528 value_536
record_44529 value_573
record_44530 value_610
record_44531 value_647
record_44532 value_684
record_44533 value_721
record_44534 value_758
record_44535 value_795
record_44536 value_832
record_44537 value_869
record_44538 value_906
record_44539 value_943
record_44540 value_980
record_44541 value_017
record_44542 value_054
record_44543 value_091
record_44544 value_128
record_44545 value_165
record_44546 value_202
record_44547 value_239
record_44548 value_276
record_44549 value_313
record_44550 value_350
record_44551 value_387
record_44552 value_424
record_44553 value_461
record_44554 value_498
record_44555 value_535
record_44556 value_572
record_44557 value_609
record_44558 value_646
record_44559 value_683
record_44560 value_720
record_44561 value_757
record_44562 value_794
record_44563 value_831
record_44564 value_868
record_44565 value_905
record_44566 value_942
record_44567 value_979
record_44568 value_016
record_44569 value_053
record_44570 value_090
record_44571 value_127
record_44572 value_164
record_44573 value_201
record_44574 value_238
record_44575 value_275
record_44576 value_312
record_44577 value_349
record_44578 value_386
record_44579 value_423
record_44580 value_460
record_44581 value_497
record_44582 value_534
record_44583 value_571
record_44584 value_608
record_44585 value_645
record_44586 value_682
record_44587 value_719
record_44588 value_756
record_44589 value_793
record_44590 value_830
record_44591 value_867
record_44592 value_904
record_44593 value_941
record_44594 value_978
record_44595 value_015
record_44596 value_052
record_44597 value_089
record_44598 value_126
record_44599 value_163
record_44600 value_200
record_44601 value_237
record_44602 value_274
record_44603 value_311
record_44604 value_348
record_44605 value_385
record_44606 value_422
record_44607 value_459
record_44608 value_496
record_44609 value_533
record_44610 value_570
record_44611 value_607
record_44612 value_644
record_44613 value_681
record_44614 value_718
record_44615 value_755
record_44616 value_792
record_44617 value_829
record_44618 value_866
record_44619 value_903
record_44620 value_940
record_44621 value_977
record_44622 value_014
record_44623 value_051
record_44624 value_088
record_44625 value_125
record_44626 value_162
record_44627 value_199
record_44628 value_236
record_44629 value_273
record_44630 value_310
record_44631 value_347
record_44632 value_384
record_44633 value_421
record_44634 value_458
record_44635 value_495
record_44636 value_532
record_44637 value_569
record_44638 value_606
record_44639 value_643
record_44640 value_680
record_44641 value_717
record_44642 value_754
record_44643 value_791
record_44644 value_828
record_44645 value_865
record_44646 value_902
